"","date","dat$`Lufttemperatur (°C)`","dat$`Windböen (max) 10 min. (m/s)`","dat$`Windstärke Ø 10 min. (bft)`","dat$`Taupunkt (°C)`","dat$`Niederschlag (mm)`","dat$`Luftdruck QFE (hPa)`","dat$`Luftfeuchte (%)`","total","mean"
"490",2016-01-23 06:00:00,3.35,3.01666666666667,1.83333333333333,2.86666666666667,0.2,982.716666666667,96.8333333333333,137997,22.3948393378773
"491",2016-01-23 07:00:00,3.95,3.05,1.33333333333333,3.46666666666667,0.1,984.033333333333,96.8333333333333,183376,24.0241058561509
"492",2016-01-23 08:00:00,4.43333333333333,3.38333333333333,1.33333333333333,3.7,0,984.516666666667,95,219009,24.8028312570781
"493",2016-01-23 09:00:00,4.83333333333333,3.4,2,3.76666666666667,0,985.5,92.8333333333333,283199,30.2724746125067
"494",2016-01-23 10:00:00,5.68333333333333,3.05,1.83333333333333,4.05,0,986.45,89.1666666666667,314033,28.6448052540363
"495",2016-01-23 11:00:00,5.25,5.26666666666667,3,4.08333333333333,0,986.983333333333,92.1666666666667,304791,27.7007179860038
"496",2016-01-23 12:00:00,5.88333333333333,4.71666666666667,2.5,4.41666666666667,0,986.883333333333,90.1666666666667,319097,28.9982733551436
"497",2016-01-23 13:00:00,6.46666666666667,6.21666666666667,3.33333333333333,4.46666666666667,0,986.6,87,345526,31.36867907399
"498",2016-01-23 14:00:00,7.23333333333333,4,2.33333333333333,4.46666666666667,0,986.316666666667,82.6666666666667,422269,38.3776242842861
"499",2016-01-23 15:00:00,7.18333333333333,2.61666666666667,1.83333333333333,4.83333333333333,0,986.45,84.8333333333333,496295,45.0972285324852
"500",2016-01-23 16:00:00,6.88333333333333,2.4,2,4.56666666666667,0,986.7,85.3333333333333,474379,43.043190273115
"501",2016-01-23 17:00:00,5.36666666666667,1.6,1.16666666666667,3.4,0,986.883333333333,87.1666666666667,510390,46.340112583984
"502",2016-01-23 18:00:00,3.78333333333333,1.4,1,2.5,0,987.666666666667,91.1666666666667,572086,51.739712399385
"503",2016-01-23 19:00:00,2.86666666666667,2.18333333333333,1.33333333333333,1.96666666666667,0,988.133333333333,93.6666666666667,452889,41.8837510404143
"504",2016-01-23 20:00:00,2.56666666666667,2.68333333333333,2,1.73333333333333,0,988.216666666667,94.3333333333333,390457,39.1396351242983
"505",2016-01-23 21:00:00,2.08333333333333,2,1.5,1.35,0,988.05,94.8333333333333,282170,34.1610169491525
"506",2016-01-23 22:00:00,1.51666666666667,2.01666666666667,1.33333333333333,0.933333333333333,0,987.7,96,323073,40.0239098116948
"507",2016-01-23 23:00:00,1.2,2.35,2,0.833333333333333,0,987.316666666667,97.3333333333333,287719,36.3419224453707
"508",2016-01-24 00:00:00,1.06666666666667,1.58333333333333,0.833333333333333,0.75,0,986.783333333333,97.6666666666667,204871,36.0624889984158
"509",2016-01-24 01:00:00,0.366666666666667,2.9,2,0.0666666666666667,0,986.483333333333,98,6787,53.8650793650794
